"bin","completeness","contamination","keggid","binary","pathway","pathway_in_detail","gene"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03617","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K03617","present","methanogenesis","rnf  complex","rnfA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00193","present","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00197","present","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00197","present","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K01938","present","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03612","present","methanogenesis","rnf  complex","rnfG"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K17992","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K18331","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_rubriceps_BEC350_bin.6",34.58,2.32,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00925","present","reductive acetogenesis","Acetate kinase","ack"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00925","present","methanogenesis","methanogenesis_via_acetate","ack"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K01938","present","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K02111","present","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03612","present","methanogenesis","rnf  complex","rnfG"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03613","present","methanogenesis","rnf  complex","rnfE"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03614","present","methanogenesis","rnf  complex","rnfD"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03614","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03615","present","methanogenesis","rnf  complex","rnfC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03615","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03617","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K03617","present","methanogenesis","rnf  complex","rnfA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K14086","present","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K17992","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K18332","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_rubriceps_BEC350_bin.7",73.96,5.78,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00583","present","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00925","present","reductive acetogenesis","Acetate kinase","ack"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00925","present","methanogenesis","methanogenesis_via_acetate","ack"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K02111","present","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03612","present","methanogenesis","rnf  complex","rnfG"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03615","present","methanogenesis","rnf  complex","rnfC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03615","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K14086","present","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K17992","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_rubriceps_BEC350_bin.8",75.66,7.18,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K01938","present","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03613","present","methanogenesis","rnf  complex","rnfE"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K13788","present","methanogenesis","methanogenesis_via_acetate","pta"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_tamminensis_BEC324_bin.1",73.11,3.79,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00192","present","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_tamminensis_BEC324_bin.2",32.56,1.39,"K03615","absent","methanogenesis","rnf  complex","rnfC"
